car_name,year,selling_price,present_price,kms_driven,fuel_type,seller_type,transmission,owner,car_age,km_per_year,price_per_km,days_to_sell,seller_type_encoded,transmission_encoded,owner_encoded
Yamaha FZ S V 2.0,2015,0.55,0.84,58000,Petrol,Individual,Manual,0,9,5800.0,9.482595127670213e-06,47,1,1,0
Bajaj Pulsar 220 F,2010,0.52,0.94,45000,Petrol,Individual,Manual,0,14,3000.0,1.155529877113842e-05,65,1,1,0
Bajaj Pulsar 220 F,2016,0.51,0.94,24000,Petrol,Individual,Manual,0,8,2666.6666666666665,2.124911462022416e-05,49,1,1,0
TVS Apache RTR 180,2011,0.5,0.826,6000,Petrol,Individual,Manual,0,13,428.57142857142856,8.331944675887353e-05,57,1,1,0
Hero Passion X pro,2016,0.5,0.55,31000,Petrol,Individual,Manual,0,8,3444.4444444444443,1.6128511983484405e-05,50,1,1,0
Bajaj Pulsar NS 200,2012,0.5,0.99,13000,Petrol,Individual,Manual,0,12,1000.0,3.845858010922237e-05,51,1,1,0
Bajaj Pulsar NS 200,2013,0.5,0.99,45000,Petrol,Individual,Manual,0,11,3750.0,1.1110864203017711e-05,57,1,1,0
Yamaha Fazer ,2014,0.5,0.88,8000,Petrol,Individual,Manual,0,10,727.2727272727273,6.249218847644044e-05,52,1,1,0
Honda Activa 4G,2017,0.48,0.51,4300,Petrol,Individual,Automatic,0,7,537.5,0.0001116019530341781,40,1,0,0
TVS Sport ,2017,0.48,0.52,15000,Petrol,Individual,Manual,0,7,1875.0,3.1997866808879406e-05,54,1,1,0
Yamaha FZ S V 2.0,2015,0.48,0.84,23000,Petrol,Individual,Manual,0,9,2300.0,2.0868657884439807e-05,52,1,1,0
Honda Dream Yuga ,2017,0.48,0.54,8600,Petrol,Individual,Manual,0,7,1075.0,5.5807464248343215e-05,38,1,1,0
Honda Activa 4G,2017,0.45,0.51,4000,Petrol,Individual,Automatic,0,7,500.0,0.00011247188202949263,47,1,0,0
Bajaj Avenger Street 220,2011,0.45,0.95,24000,Petrol,Individual,Manual,0,13,1714.2857142857142,1.8749218782550727e-05,53,1,1,0
TVS Apache RTR 180,2014,0.45,0.826,23000,Petrol,Individual,Manual,0,10,2090.909090909091,1.956436676666232e-05,56,1,1,0
Bajaj Pulsar NS 200,2012,0.45,0.99,14500,Petrol,Individual,Manual,0,12,1115.3846153846155,3.1032342597062275e-05,61,1,1,0
Bajaj Avenger 220 dtsi,2010,0.45,0.95,27000,Petrol,Individual,Manual,0,14,1800.0,1.6666049405577573e-05,56,1,1,0
Hero Splender iSmart,2016,0.45,0.54,14000,Petrol,Individual,Manual,0,8,1555.5555555555557,3.2140561388472256e-05,52,1,1,0
Activa 3g,2016,0.45,0.54,500,Petrol,Individual,Automatic,0,8,55.55555555555556,0.0008982035928143712,48,1,0,0
Hero Passion Pro,2016,0.45,0.55,1000,Petrol,Individual,Manual,0,8,111.11111111111111,0.00044955044955044955,50,1,1,0
TVS Apache RTR 160,2014,0.42,0.81,42000,Petrol,Individual,Manual,0,10,3818.181818181818,9.999761910430704e-06,63,1,1,0
Honda CB Trigger,2013,0.42,0.73,12000,Petrol,Individual,Manual,0,11,1000.0,3.4997083576368635e-05,51,1,1,0
Hero Splender iSmart,2015,0.4,0.54,14000,Petrol,Individual,Manual,0,9,1400.0,2.8569387900864224e-05,45,1,1,0
Yamaha FZ S ,2012,0.4,0.83,5500,Petrol,Individual,Manual,0,12,423.0769230769231,7.271405199054717e-05,50,1,1,0
Hero Passion Pro,2015,0.4,0.55,6700,Petrol,Individual,Manual,0,9,670.0,5.969258319653783e-05,44,1,1,0
Bajaj Pulsar 135 LS,2014,0.4,0.64,13700,Petrol,Individual,Manual,0,10,1245.4545454545455,2.919494927377564e-05,50,1,1,0
Activa 4g,2017,0.4,0.51,1300,Petrol,Individual,Automatic,0,7,162.5,0.00030745580322828596,45,1,0,0
Honda CB Unicorn,2015,0.38,0.72,38600,Petrol,Individual,Manual,0,9,3860.0,9.844304551695551e-06,53,1,1,0
Hero Honda CBZ extreme,2011,0.38,0.787,75000,Petrol,Individual,Manual,0,13,5357.142857142857,5.06659911201184e-06,67,1,1,0
Honda Karizma,2011,0.35,1.05,30000,Petrol,Individual,Manual,0,13,2142.8571428571427,1.1666277790740307e-05,59,1,1,0
Honda Activa 125,2016,0.35,0.57,24000,Petrol,Individual,Automatic,0,8,2666.6666666666665,1.4582725719761675e-05,55,1,0,0
TVS Jupyter,2014,0.35,0.52,19000,Petrol,Individual,Automatic,0,10,1727.2727272727273,1.8420083153518234e-05,50,1,0,0
Honda Karizma,2010,0.31,1.05,213000,Petrol,Individual,Manual,0,14,14200.0,1.4553922282055015e-06,92,1,1,0
Hero Honda Passion Pro,2012,0.3,0.51,60000,Petrol,Individual,Manual,0,12,4615.384615384615,4.999916668055532e-06,63,1,1,0
Hero Splender Plus,2016,0.3,0.48,50000,Petrol,Individual,Manual,0,8,5555.555555555556,5.999880002399952e-06,46,1,1,0
Honda CB Shine,2013,0.3,0.58,30000,Petrol,Individual,Manual,0,11,2500.0,9.999666677777406e-06,49,1,1,0
Bajaj Discover 100,2013,0.27,0.47,21000,Petrol,Individual,Manual,0,11,1750.0,1.285653064139803e-05,56,1,1,0
Bajaj Pulsar 150,2008,0.25,0.75,26000,Petrol,Individual,Manual,1,16,1529.4117647058824,9.615014807122803e-06,63,1,1,1
Suzuki Access 125,2008,0.25,0.58,1900,Petrol,Individual,Automatic,0,16,111.76470588235294,0.0001315097317201473,65,1,0,0
TVS Wego,2010,0.25,0.52,22000,Petrol,Individual,Automatic,0,14,1466.6666666666667,1.1363119858188264e-05,62,1,0,0
Honda CB twister,2013,0.25,0.51,32000,Petrol,Individual,Manual,0,11,2666.6666666666665,7.812255867004156e-06,54,1,1,0
Hero Glamour,2013,0.25,0.57,18000,Petrol,Individual,Manual,0,11,1500.0,1.3888117326815177e-05,49,1,1,0
Hero Super Splendor,2005,0.2,0.57,55000,Petrol,Individual,Manual,0,19,2750.0,3.6362975218632393e-06,65,1,1,0
Bajaj Pulsar 150,2008,0.2,0.75,60000,Petrol,Individual,Manual,0,16,3529.4117647058824,3.3332777787036883e-06,65,1,1,0
Bajaj Discover 125,2012,0.2,0.57,25000,Petrol,Individual,Manual,1,12,1923.076923076923,7.999680012799489e-06,60,1,1,1
Hero Hunk,2007,0.2,0.75,49000,Petrol,Individual,Manual,1,17,2722.222222222222,4.081549356135589e-06,69,1,1,1
Hero  Ignitor Disc,2013,0.2,0.65,24000,Petrol,Individual,Manual,1,11,2000.0,8.332986125578101e-06,48,1,1,1
Hero  CBZ Xtreme,2008,0.2,0.787,50000,Petrol,Individual,Manual,0,16,2941.176470588235,3.999920001599968e-06,67,1,1,0
Bajaj  ct 100,2015,0.18,0.32,35000,Petrol,Individual,Manual,0,9,3500.0,5.142710208279764e-06,53,1,1,0
Activa 3g,2008,0.17,0.52,500000,Petrol,Individual,Automatic,0,16,29411.764705882353,3.3999932000136e-07,107,1,0,0
Honda CB twister,2010,0.16,0.51,33000,Petrol,Individual,Manual,0,14,2200.0,4.8483379291536624e-06,62,1,1,0
Bajaj Discover 125,2011,0.15,0.57,35000,Petrol,Individual,Manual,1,13,2500.0,4.285591840233136e-06,59,1,1,1
Honda CB Shine,2007,0.12,0.58,53000,Petrol,Individual,Manual,0,17,2944.4444444444443,2.264108224373125e-06,63,1,1,0
Bajaj Pulsar 150,2006,0.1,0.75,92233,Petrol,Individual,Manual,0,18,4854.368421052632,1.0841988854435459e-06,77,1,1,0
i20,2010,3.25,6.79,58000,Diesel,Dealer,Manual,1,14,3866.6666666666665,5.60335166635058e-05,66,0,1,1
grand i10,2015,4.4,5.7,28200,Petrol,Dealer,Manual,0,9,2820.0,0.00015602283606964293,56,0,1,0
i10,2011,2.95,4.6,53460,Petrol,Dealer,Manual,0,13,3818.5714285714284,5.518041188904061e-05,66,0,1,0
eon,2015,2.75,4.43,28282,Petrol,Dealer,Manual,0,9,2828.2,9.723155252271682e-05,43,0,1,0
grand i10,2016,5.25,5.7,3493,Petrol,Dealer,Manual,1,8,388.1111111111111,0.001502575844304522,41,0,1,1
xcent,2017,5.75,7.13,12479,Petrol,Dealer,Manual,0,7,1559.875,0.0004607371794871795,47,0,1,0
grand i10,2015,5.15,5.7,34797,Petrol,Dealer,Automatic,0,9,3479.7,0.00014799701132248982,54,0,0,0
i20,2017,7.9,8.1,3435,Petrol,Dealer,Manual,0,7,429.375,0.00229918509895227,46,0,1,0
grand i10,2015,4.85,5.7,21125,Diesel,Dealer,Manual,0,9,2112.5,0.00022957493136419575,69,0,1,0
i10,2012,3.1,4.6,35775,Petrol,Dealer,Manual,0,12,2751.923076923077,8.665026833631486e-05,60,0,1,0
elantra,2015,11.75,14.79,43535,Diesel,Dealer,Manual,0,9,4353.5,0.00026989158397647923,58,0,1,0
creta,2016,11.25,13.6,22671,Petrol,Dealer,Manual,0,8,2519.0,0.0004962067748764997,53,0,1,0
i20,2011,2.9,6.79,31604,Petrol,Dealer,Manual,0,13,2257.4285714285716,9.175763328587248e-05,62,0,1,0
grand i10,2017,5.25,5.7,20114,Petrol,Dealer,Manual,0,7,2514.25,0.0002609992542878449,44,0,1,0
verna,2012,4.5,9.4,36100,Petrol,Dealer,Manual,0,12,2776.923076923077,0.0001246502866956594,61,0,1,0
eon,2016,2.9,4.43,12500,Petrol,Dealer,Manual,0,8,1388.888888888889,0.00023198144148468122,43,0,1,0
eon,2016,3.15,4.43,15000,Petrol,Dealer,Manual,0,8,1666.6666666666667,0.0002099860009332711,46,0,1,0
verna,2014,6.45,9.4,45078,Petrol,Dealer,Manual,0,10,4098.0,0.00014308214467934072,52,0,1,0
verna,2012,4.5,9.4,36000,Petrol,Dealer,Manual,0,12,2769.230769230769,0.00012499652787422572,58,0,1,0
eon,2017,3.5,4.43,38488,Petrol,Dealer,Manual,0,7,4811.0,9.093507235833614e-05,59,0,1,0
i20,2013,4.5,6.79,32000,Petrol,Dealer,Automatic,0,11,2666.6666666666665,0.0001406206056060748,45,0,0,0
i20,2014,6.0,7.6,77632,Diesel,Dealer,Manual,0,10,7057.454545454545,7.72867208532454e-05,61,0,1,0
verna,2015,8.25,9.4,61381,Diesel,Dealer,Manual,0,9,6138.1,0.00013440422273630707,46,0,1,0
verna,2013,5.11,9.4,36198,Petrol,Dealer,Automatic,0,11,3016.5,0.00014116412055581646,53,0,0,0
i10,2011,2.7,4.6,22517,Petrol,Dealer,Manual,0,13,1608.357142857143,0.00011990407673860912,63,0,1,0
grand i10,2015,5.25,5.7,24678,Petrol,Dealer,Manual,0,9,2467.8,0.00021273147210178694,50,0,1,0
i10,2011,2.55,4.43,57000,Petrol,Dealer,Manual,0,13,4071.4285714285716,4.473605726215329e-05,56,0,1,0
verna,2012,4.95,9.4,60000,Diesel,Dealer,Manual,0,12,4615.384615384615,8.249862502291628e-05,56,0,1,0
i20,2012,3.1,6.79,52132,Diesel,Dealer,Manual,0,12,4010.153846153846,5.946329580112405e-05,62,0,1,0
verna,2013,6.15,9.4,45000,Diesel,Dealer,Manual,0,11,3750.0,0.00013666362969711786,52,0,1,0
verna,2017,9.25,9.4,15001,Petrol,Dealer,Manual,0,7,1875.125,0.0006165844554059459,46,0,1,0
elantra,2015,11.45,14.79,12900,Petrol,Dealer,Automatic,0,9,1290.0,0.0008875280985970079,49,0,0,0
grand i10,2013,3.9,5.7,53000,Diesel,Dealer,Manual,0,11,4416.666666666667,7.358351729212656e-05,54,0,1,0
grand i10,2015,5.5,5.7,4492,Petrol,Dealer,Manual,0,9,449.2,0.0012241264188738038,59,0,1,0
verna,2017,9.1,9.4,15141,Petrol,Dealer,Manual,0,7,1892.625,0.0006009774138158764,48,0,1,0
eon,2016,3.1,4.43,11849,Petrol,Dealer,Manual,0,8,1316.5555555555557,0.00026160337552742617,37,0,1,0
creta,2015,11.25,13.6,68000,Diesel,Dealer,Manual,0,9,6800.0,0.00016543874354788901,55,0,1,0
verna,2013,4.8,9.4,60241,Petrol,Dealer,Manual,0,11,5020.083333333333,7.967862952757213e-05,54,0,1,0
eon,2012,2.0,4.43,23709,Petrol,Dealer,Manual,0,12,1823.7692307692307,8.435259384226065e-05,60,0,1,0
verna,2012,5.35,9.4,32322,Diesel,Dealer,Manual,0,12,2486.3076923076924,0.0001655168146521053,53,0,1,0
xcent,2015,4.75,7.13,35866,Petrol,Dealer,Manual,1,9,3586.6,0.0001324337134413249,51,0,1,1
xcent,2014,4.4,7.13,34000,Petrol,Dealer,Manual,0,10,3090.909090909091,0.00012940795858945326,55,0,1,0
i20,2016,6.25,7.6,7000,Petrol,Dealer,Manual,0,8,777.7777777777778,0.0008927296100557063,51,0,1,0
verna,2013,5.95,9.4,49000,Diesel,Dealer,Manual,0,11,4083.3333333333335,0.00012142609334503378,50,0,1,0
verna,2012,5.2,9.4,71000,Diesel,Dealer,Manual,0,12,5461.538461538462,7.323840509288601e-05,59,0,1,0
i20,2012,3.75,6.79,35000,Petrol,Dealer,Manual,0,12,2692.3076923076924,0.00010713979600582841,55,0,1,0
verna,2015,5.95,9.4,36000,Petrol,Dealer,Manual,0,9,3600.0,0.00016527318685592067,48,0,1,0
i10,2013,4.0,4.6,30000,Petrol,Dealer,Manual,0,11,2500.0,0.0001333288890370321,63,0,1,0
i20,2016,5.25,7.6,17000,Petrol,Dealer,Manual,0,8,1888.888888888889,0.00030880536439032997,49,0,1,0
creta,2016,12.9,13.6,35934,Diesel,Dealer,Manual,0,8,3992.6666666666665,0.0003589814943648254,43,0,1,0
city,2013,5.0,9.9,56701,Petrol,Dealer,Manual,0,11,4725.083333333333,8.818031110013757e-05,62,0,1,0
brio,2015,5.4,6.82,31427,Petrol,Dealer,Automatic,0,9,3142.7,0.0001718213058419244,61,0,0,0
city,2014,7.2,9.9,48000,Diesel,Dealer,Manual,0,10,4363.636363636364,0.00014999687506510282,59,0,1,0
city,2013,5.25,9.9,54242,Petrol,Dealer,Manual,0,11,4520.166666666667,9.678668215253581e-05,49,0,1,0
brio,2012,3.0,5.35,53675,Petrol,Dealer,Manual,0,12,4128.846153846154,5.58909009613235e-05,56,0,1,0
city,2016,10.25,13.6,49562,Petrol,Dealer,Manual,0,8,5506.888888888889,0.0002068074975283982,57,0,1,0
city,2015,8.5,13.6,40324,Petrol,Dealer,Manual,0,9,4032.4,0.00021078735275883447,48,0,1,0
city,2015,8.4,13.6,25000,Petrol,Dealer,Manual,0,9,2500.0,0.0003359865605375785,52,0,1,0
amaze,2014,3.9,7.0,36054,Petrol,Dealer,Manual,0,10,3277.6363636363635,0.00010816807654971572,57,0,1,0
city,2016,9.15,13.6,29223,Petrol,Dealer,Manual,0,8,3247.0,0.00031309882288529977,44,0,1,0
brio,2016,5.5,5.97,5600,Petrol,Dealer,Manual,0,8,622.2222222222222,0.0009819675058025353,46,0,1,0
amaze,2015,4.0,5.8,40023,Petrol,Dealer,Manual,0,9,4002.3,9.994003597841295e-05,35,0,1,0
jazz,2016,6.6,7.7,16002,Petrol,Dealer,Manual,0,8,1778.0,0.0004124226707492345,42,0,1,0
amaze,2015,4.0,7.0,40026,Petrol,Dealer,Manual,0,9,4002.6,9.993254553176606e-05,50,0,1,0
jazz,2017,6.5,8.7,21200,Petrol,Dealer,Manual,0,7,2650.0,0.00030658931182491394,39,0,1,0
amaze,2014,3.65,7.0,35000,Petrol,Dealer,Manual,0,10,3181.818181818182,0.00010428273477900632,61,0,1,0
city,2016,8.35,9.4,19434,Diesel,Dealer,Manual,0,8,2159.3333333333335,0.00042963725237972727,40,0,1,0
brio,2017,4.8,5.8,19000,Petrol,Dealer,Manual,0,7,2375.0,0.0002526182832482501,43,0,1,0
city,2015,6.7,10.0,18828,Petrol,Dealer,Manual,0,9,1882.8,0.000355834085718838,50,0,1,0
city,2011,4.1,10.0,69341,Petrol,Dealer,Manual,0,13,4952.928571428572,5.912722448155518e-05,70,0,1,0
city,2009,3.0,10.0,69562,Petrol,Dealer,Manual,0,15,4347.625,4.312637465319207e-05,59,0,1,0
city,2015,7.5,10.0,27600,Petrol,Dealer,Manual,0,9,2760.0,0.0002717292851708271,56,0,1,0
jazz,2010,2.25,7.5,61203,Petrol,Dealer,Manual,0,14,4080.2,3.676230311744331e-05,64,0,1,0
brio,2014,5.3,6.8,16500,Petrol,Dealer,Manual,0,10,1500.0,0.0003211926549906066,46,0,1,0
city,2016,10.9,13.6,30753,Petrol,Dealer,Automatic,0,8,3417.0,0.0003544254405930936,51,0,0,0
city,2015,8.65,13.6,24800,Petrol,Dealer,Manual,0,9,2480.0,0.0003487762590218137,51,0,1,0
city,2015,9.7,13.6,21780,Petrol,Dealer,Manual,0,9,2178.0,0.00044534227078646524,47,0,1,0
jazz,2016,6.0,8.4,4000,Petrol,Dealer,Manual,0,8,444.44444444444446,0.0014996250937265683,46,0,1,0
city,2014,6.25,13.6,40126,Petrol,Dealer,Manual,0,10,3647.818181818182,0.0001557554763625489,52,0,1,0
brio,2015,5.25,5.9,14465,Petrol,Dealer,Manual,0,9,1446.5,0.00036291995022812114,50,0,1,0
city,2006,2.1,7.6,50456,Petrol,Dealer,Manual,0,18,2655.5789473684213,4.161959688447589e-05,74,0,1,0
city,2014,8.25,14.0,63000,Diesel,Dealer,Manual,0,10,5727.272727272727,0.00013095030237615275,64,0,1,0
city,2016,8.99,11.8,9010,Petrol,Dealer,Manual,0,8,1001.1111111111111,0.0009976695150371768,40,0,1,0
brio,2013,3.5,5.9,9800,Petrol,Dealer,Manual,0,11,816.6666666666666,0.0003571064177124783,63,0,1,0
jazz,2016,7.4,8.5,15059,Petrol,Dealer,Automatic,0,8,1673.2222222222222,0.0004913678618857902,37,0,0,0
jazz,2016,5.65,7.9,28569,Petrol,Dealer,Manual,0,8,3174.3333333333335,0.00019775988799439973,48,0,1,0
amaze,2015,5.75,7.5,44000,Petrol,Dealer,Automatic,0,9,4400.0,0.00013067884820799528,55,0,0,0
city,2015,8.4,13.6,34000,Petrol,Dealer,Manual,0,9,3400.0,0.000247051557307138,52,0,1,0
city,2016,10.11,13.6,10980,Petrol,Dealer,Manual,0,8,1220.0,0.0009206811765777251,43,0,1,0
amaze,2014,4.5,6.4,19000,Petrol,Dealer,Manual,0,10,1727.2727272727273,0.00023682964054523445,50,0,1,0
brio,2015,5.4,6.1,31427,Petrol,Dealer,Manual,0,9,3142.7,0.0001718213058419244,48,0,1,0
jazz,2016,6.4,8.4,12000,Petrol,Dealer,Manual,0,8,1333.3333333333333,0.000533288892592284,44,0,1,0
city,2010,3.25,9.9,38000,Petrol,Dealer,Manual,0,14,2533.3333333333335,8.55240651561801e-05,66,0,1,0
amaze,2014,3.75,6.8,33019,Petrol,Dealer,Manual,0,10,3001.7272727272725,0.00011356753482737735,55,0,1,0
city,2015,8.55,13.09,60076,Diesel,Dealer,Manual,0,9,6007.6,0.0001423173593887844,50,0,1,0
city,2016,9.5,11.6,33988,Diesel,Dealer,Manual,0,8,3776.4444444444443,0.00027950219188561004,53,0,1,0
brio,2015,4.0,5.9,60000,Petrol,Dealer,Manual,0,9,6000.0,6.666555557407377e-05,55,0,1,0
city,2009,3.35,11.0,87934,Petrol,Dealer,Manual,0,15,5495.875,3.8096321146301246e-05,72,0,1,0
city,2017,11.5,12.5,9000,Diesel,Dealer,Manual,0,7,1125.0,0.0012776358182424175,48,0,1,0
brio,2016,5.3,5.9,5464,Petrol,Dealer,Manual,0,8,607.1111111111111,0.0009698078682525159,42,0,1,0
